price_h,price_m,price
14284.385321100917,8749.727272727272,11517.056296914096
11889.527027027027,8405.454545454546,10147.490786240785
12799.863636363636,7504.833333333333,10152.348484848484
14417.222222222223,8219.5,11318.361111111111
12348.0375,9541.5,10944.76875
13002.152173913044,8981.6,10991.876086956523
13309.89393939394,7722.5,10516.19696969697
13318.373134328358,10512.25,11915.311567164179
13526.316666666668,10201.4,11863.858333333334
13961.790322580646,13798.285714285714,13880.03801843318
14404.46875,12027.5,13215.984375
13369.619047619048,11615.0,12492.309523809523
14639.156862745098,12974.333333333334,13806.745098039217
17777.88679245283,11583.0,14680.443396226416
15612.77358490566,9595.833333333334,12604.303459119497
15263.822222222223,12270.666666666666,13767.244444444445
16162.4375,11506.6,13834.51875
15672.75,10687.666666666666,13180.208333333332
19055.285714285714,13127.0,16091.142857142857
17732.09677419355,14861.0,16296.548387096775
16747.0,14906.0,15826.5
18581.548387096773,14644.833333333334,16613.190860215054
20920.275862068964,16517.6,18718.93793103448
16134.08695652174,16421.0,16277.54347826087
21814.057142857142,13946.0,17880.02857142857
20749.303030303032,14981.2,17865.251515151518
21986.5,15194.8,18590.65
21337.088888888888,18570.333333333332,19953.711111111108
22603.896551724138,18539.6,20571.748275862068
22452.227272727272,11423.0,16937.613636363636
23131.055555555555,16332.2,19731.62777777778
26672.125,18654.0,22663.0625
19567.944444444445,8306.0,13936.972222222223
21805.666666666668,12605.333333333334,17205.5
15735.818181818182,5364.0,10549.909090909092
24030.466666666667,3450.0,13740.233333333334
26485.18181818182,15250.0,20867.59090909091
25540.30769230769,10437.5,17988.903846153844
22757.625,11165.333333333334,16961.479166666668
25362.48,12816.666666666666,19089.573333333334
19457.5,16350.0,17903.75
22354.2,10000.0,16177.1
18716.869565217392,9866.0,14291.434782608696
19601.333333333332,5408.333333333333,12504.833333333332
19618.066666666666,11200.0,15409.033333333333
14935.125,,
10538.0,4500.0,7519.0
14379.166666666666,1550.0,7964.583333333333
18265.0,,
12603.5,,
18009.0,,
8467.0,,
16253.2,,
5543.4,,
45200.0,12637.5,28918.75
22551.5,36315.0,29433.25
24416.8,,
18486.9375,60000.0,39243.46875
38723.125,,
29108.7,,
41595.75,,
14518.6,,
23065.25,,
17412.666666666668,,
18512.8,47800.0,33156.4
16160.047619047618,34750.0,25455.02380952381
18397.133333333335,14525.0,16461.066666666666
18992.135135135137,33000.0,25996.067567567567
18627.777777777777,25133.333333333332,21880.555555555555
21037.5,22750.0,21893.75
23541.3125,15641.333333333334,19591.322916666668
22462.85106382979,22654.0,22558.425531914894
25415.97435897436,23253.14285714286,24334.558608058607
25799.703703703704,19703.88888888889,22751.7962962963
24338.876923076925,18166.222222222223,21252.549572649572
24452.35802469136,20518.1,22485.229012345677
24887.68316831683,23202.2,24044.941584158416
24408.849056603773,19913.285714285714,22161.067385444745
24835.869565217392,19422.285714285714,22129.07763975155
24144.75968992248,20767.933333333334,22456.346511627908
22590.448,20658.64285714286,21624.54542857143
21603.5078125,18718.29411764706,20160.90096507353
20995.729032258063,17120.833333333332,19058.281182795698
20238.266666666666,17772.277777777777,19005.272222222222
20319.271317829458,18420.117647058825,19369.69448244414
20000.236641221374,16232.588235294117,18116.412438257747
19063.897058823528,15915.21052631579,17489.55379256966
17749.27868852459,16567.125,17158.201844262294
18010.405594405594,14315.0,16162.702797202797
18211.165413533836,15046.142857142857,16628.654135338347
17987.33846153846,16142.473684210527,17064.906072874495
18839.027777777777,16147.944444444445,17493.48611111111
19424.931297709925,15130.1,17277.515648854962
18252.60162601626,14527.947368421053,16390.274497218656
18971.637583892618,13939.15,16455.39379194631
18135.859154929578,16575.285714285714,17355.572434607646
18972.382978723403,17487.941176470587,18230.162077596993
18188.233576642335,14523.5,16355.866788321167
17280.44262295082,18147.29411764706,17713.86837029894
16383.827067669174,16077.823529411764,16230.825298540469
18034.92361111111,13187.176470588236,15611.050040849674
16435.594202898552,14557.09090909091,15496.342555994732
18533.561538461538,14818.37037037037,16675.965954415955
17910.75352112676,14358.388888888889,16134.571205007825
17839.248062015504,14596.684210526315,16217.966136270908
18808.614754098362,14756.470588235294,16782.542671166826
18496.92142857143,10571.0,14533.960714285715
17472.126865671642,16032.2,16752.16343283582
18256.676258992808,13144.846153846154,15700.76120641948
18639.703125,16003.0,17321.3515625
18546.9126984127,14654.866666666667,16600.889682539684
17474.038095238095,15874.12,16674.07904761905
19238.664,15118.6875,17178.675750000002
16906.564516129034,13270.333333333334,15088.448924731183
18017.241379310344,14074.5,16045.870689655172
16944.213675213676,12882.444444444445,14913.32905982906
19027.285714285714,13239.375,16133.330357142857
16693.91919191919,16713.75,16703.834595959597
20748.888059701494,14762.5,17755.694029850747
18428.954954954956,16476.882352941175,17452.918653948065
19640.418032786885,13613.904761904761,16627.161397345822
18592.63829787234,14194.29411764706,16393.466207759702
18995.88188976378,13613.653846153846,16304.767867958813
18292.722222222223,17095.25,17693.98611111111
19712.37168141593,19199.45,19455.910840707966
19878.256880733945,22653.428571428572,21265.84272608126
20146.616161616163,14170.411764705883,17158.513963161022
19371.959349593497,19202.0,19286.97967479675
20985.0546875,15073.529411764706,18029.292049632353
17096.056074766355,16549.3125,16822.684287383177
19109.81081081081,20115.352941176472,19612.58187599364
18217.222222222223,17603.0,17910.11111111111
24576.292307692307,14967.714285714286,19772.003296703297
18638.425196850392,14813.4375,16725.931348425198
18460.355072463768,14959.117647058823,16709.736359761297
17433.495575221237,16094.315789473685,16763.90568234746
18480.358974358973,15237.958333333334,16859.158653846152
19214.239583333332,16574.315789473683,17894.277686403508
17049.272727272728,13609.8,15329.536363636364
19033.256637168142,15026.0,17029.628318584073
19941.717741935485,16194.227272727272,18067.97250733138
19169.776315789473,16034.529411764706,17602.15286377709
22146.302631578947,17293.30769230769,19719.805161943317
22303.736842105263,11766.75,17035.243421052633
22824.503816793895,16439.785714285714,19632.144765539804
20206.251851851852,15332.538461538461,17769.39515669516
22501.65137614679,15453.266666666666,18977.45902140673
21834.83823529412,17171.41176470588,19503.125
21713.84328358209,16677.666666666668,19195.75497512438
21724.681481481482,16049.941176470587,18887.311328976037
19889.75182481752,15720.125,17804.93841240876
21722.90070921986,16425.954545454544,19074.4276273372
22775.218045112782,15292.55,19033.88402255639
21481.12101910828,14862.526315789473,18171.823667448876
33153.134969325154,16508.722222222223,24830.928595773687
26212.02298850575,14279.130434782608,20245.57671164418
25652.0,14789.1875,20220.59375
31923.81553398058,20438.428571428572,26181.122052704577
28553.832369942196,15505.181818181818,22029.507094062006
31453.770750988144,19327.09375,25390.432250494072
30074.455284552845,21907.39285714286,25990.924070847854
29979.350806451614,20939.0,25459.175403225807
30708.060240963856,21600.285714285714,26154.172977624785
30890.404166666667,20072.966666666667,25481.685416666667
30122.69406392694,20925.64,25524.167031963472
37579.5,,
29682.497872340424,21543.423076923078,25612.96047463175
30230.935960591134,18998.958333333332,24614.947146962233
35620.03076923077,29080.88888888889,32350.45982905983
32073.833333333332,29602.64285714286,30838.238095238095
31985.219298245614,20343.25,26164.23464912281
32846.532258064515,14416.666666666666,23631.59946236559
28848.5,,
29709.090909090908,21000.0,25354.545454545456
29280.0,,
23099.052631578947,25666.666666666668,24382.85964912281
21160.82051282051,18398.4,19779.610256410255
23156.72602739726,16634.25,19895.488013698632
21069.197183098593,14849.545454545454,17959.371318822024
20259.192771084337,14001.181818181818,17130.187294633077
21936.438095238096,17143.066666666666,19539.75238095238
22685.203883495145,14513.357142857143,18599.280513176145
19702.666666666668,16583.777777777777,18143.222222222223
20272.438848920865,15086.875,17679.656924460432
20166.674418604653,17145.444444444445,18656.059431524547
21485.696202531646,14851.0,18168.348101265823
19375.514563106797,13910.75,16643.1322815534
18690.966666666667,14407.666666666666,16549.316666666666
19006.0,15076.9375,17041.46875
19138.310924369747,15164.846153846154,17151.57853910795
19289.818965517243,15284.411764705883,17287.115365111564
20229.20202020202,15043.384615384615,17636.29331779332
21673.990566037737,15529.583333333334,18601.786949685535
31833.5,20541.5,26187.5
31033.0,,
21028.4126984127,14278.625,17653.51884920635
19858.065934065933,18175.923076923078,19016.994505494506
18987.232,15344.142857142857,17165.68742857143
19576.233644859814,14976.333333333334,17276.283489096575
19678.450819672133,16590.722222222223,18134.586520947178
18760.24705882353,23420.533333333333,21090.39019607843
22001.704225352114,25653.470588235294,23827.587406793704
19593.445454545454,14726.333333333334,17159.889393939393
19304.82608695652,18161.0,18732.91304347826
20216.618556701033,17458.466666666667,18837.54261168385
20203.932773109245,16178.466666666667,18191.199719887954
19316.845238095237,18701.176470588234,19009.010854341737
20504.43307086614,16650.25,18577.341535433072
20482.48214285714,16900.9375,18691.709821428572
18949.324786324785,15677.642857142857,17313.483821733822
20509.94495412844,14789.57142857143,17649.758191349934
19731.833333333332,15572.785714285714,17652.309523809523
20276.18181818182,13465.764705882353,16870.973262032086
18264.89393939394,17192.8125,17728.853219696968
18714.58620689655,14361.666666666666,16538.126436781607
18950.066666666666,16756.117647058825,17853.092156862745
20043.14049586777,19250.470588235294,19646.80554205153
21182.61467889908,15491.8125,18337.21358944954
21693.44871794872,20440.727272727272,21067.087995337995
20347.560344827587,20309.4,20328.480172413794
22726.375,18219.0,20472.6875
21010.22314049587,17449.916666666668,19230.06990358127
20279.38613861386,18507.066666666666,19393.226402640263
20225.30769230769,17143.777777777777,18684.542735042734
21150.493506493505,29938.5,25544.496753246753
20560.36641221374,19729.263157894737,20144.814785054237
19897.98113207547,17101.125,18499.553066037734
20286.33043478261,19393.416666666668,19839.87355072464
20800.35652173913,21502.846153846152,21151.601337792643
18876.224,14394.894736842105,16635.55936842105
21872.86813186813,20597.533333333333,21235.20073260073
21300.82300884956,19282.928571428572,20291.875790139064
19072.94690265487,16548.214285714286,17810.580594184576
20708.5,19084.583333333332,19896.541666666664
21069.184210526317,19757.117647058825,20413.150928792573
19391.436363636363,18427.69230769231,18909.564335664334
22185.80821917808,22040.0,22112.904109589042
21196.372881355932,19926.058823529413,20561.21585244267
20362.847619047618,15023.42857142857,17693.138095238093
21861.384615384617,17623.8,19742.592307692306
21626.73949579832,19660.0,20643.36974789916
20773.011764705883,17216.30769230769,18994.659728506787
21049.554054054053,17028.6,19039.077027027026
20876.889830508473,22286.666666666668,21581.778248587572
21306.14893617021,22088.363636363636,21697.256286266922
23002.258928571428,17509.0,20255.629464285714
22410.747899159665,18282.65,20346.698949579833
22806.48245614035,17059.052631578947,19932.76754385965
20436.58108108108,20431.222222222223,20433.90165165165
23119.18181818182,18785.117647058825,20952.149732620324
22230.68695652174,17223.466666666667,19727.076811594205
21951.760683760684,17910.571428571428,19931.166056166054
21861.34677419355,21373.214285714286,21617.280529953918
20570.077586206895,18615.0625,19592.57004310345
19124.29508196721,21460.285714285714,20292.29039812646
22264.4,22498.454545454544,22381.427272727273
19815.625,18474.846153846152,19145.235576923078
19273.617021276597,17796.18181818182,18534.89941972921
21128.957446808512,20064.066666666666,20596.51205673759
18790.917525773195,19097.733333333334,18944.325429553264
21424.77049180328,16139.0,18781.88524590164
21303.632075471698,18852.785714285714,20078.208894878706
19613.902173913044,17130.875,18372.38858695652
21266.33009708738,14578.272727272728,17922.30141218005
23608.397727272728,19701.2,21654.798863636366
21414.617021276597,15823.6,18619.1085106383
21157.01724137931,17818.5,19487.758620689656
23427.62626262626,22109.5,22768.56313131313
24782.18181818182,15659.444444444445,20220.81313131313
22201.0,18414.46153846154,20307.73076923077
21170.65168539326,20034.30769230769,20602.479688850475
22508.735632183907,18993.5,20751.11781609195
23290.054545454546,20714.666666666668,22002.360606060607
24441.152380952382,18914.571428571428,21677.861904761907
22752.379310344826,20172.4,21462.389655172414
22790.75,18980.30769230769,20885.528846153844
22634.147727272728,15493.90909090909,19064.028409090908
23751.09756097561,20461.625,22106.361280487807
25480.842857142856,19500.81818181818,22490.830519480518
22776.02608695652,19075.583333333332,20925.804710144927
22401.204301075268,20360.14285714286,21380.67357910906
22500.425742574258,19260.0,20880.212871287127
22606.40740740741,20141.0,21373.703703703704
21919.463157894737,18299.923076923078,20109.693117408908
21932.927536231884,22890.555555555555,22411.741545893718
24123.13888888889,21231.909090909092,22677.52398989899
21158.168674698794,20129.923076923078,20644.045875810938
22582.941860465115,19622.4,21102.670930232558
20532.09756097561,14925.615384615385,17728.856472795498
22171.141176470588,17175.846153846152,19673.49366515837
21064.618181818183,17117.090909090908,19090.854545454546
21327.144329896906,16862.571428571428,19094.857879234165
21327.32857142857,14742.818181818182,18035.073376623375
21578.011235955055,19965.333333333332,20771.67228464419
20058.757142857143,16932.0,18495.37857142857
21475.5,13649.0,17562.25
17018.849056603773,10539.875,13779.362028301886
21289.62365591398,19803.75,20546.68682795699
20907.458333333332,15335.923076923076,18121.690705128203
21789.84375,14746.25,18268.046875
21882.172839506173,17716.9375,19799.555169753086
22070.83870967742,15850.538461538461,18960.68858560794
20072.64,9575.0,14823.82
20515.40776699029,18162.545454545456,19338.976610767873
21033.20930232558,15977.714285714286,18505.46179401993
20711.722222222223,18538.636363636364,19625.179292929293
21182.323076923076,15498.5,18340.411538461536
19248.4,12723.25,15985.825
20448.958333333332,10335.2,15392.079166666666
20774.636363636364,11612.5,16193.568181818182
20175.166666666668,21748.777777777777,20961.972222222223
18180.260273972603,14712.57142857143,16446.415851272017
19574.423076923078,14188.5,16881.46153846154
18445.015625,16471.333333333332,17458.174479166664
17655.365853658535,13396.6,15525.982926829267
20567.342857142856,22512.833333333332,21540.088095238094
20274.603448275862,18123.85714285714,19199.2302955665
19335.169491525423,16022.75,17678.95974576271
42540.28888888889,14722.0,28631.144444444446
20068.409090909092,15260.0,17664.204545454544
22409.409090909092,,
19964.162162162163,14723.333333333334,17343.747747747748
19745.704545454544,11770.333333333334,15758.01893939394
17657.5,17833.0,17745.25
24966.166666666668,15352.333333333334,20159.25
19311.07894736842,15583.2,17447.139473684212
21989.11111111111,9700.0,15844.555555555555
21600.085714285713,14975.5,18287.792857142857
23261.612903225807,18855.4,21058.506451612906
25697.785714285714,16375.25,21036.517857142855
22815.076923076922,17648.666666666668,20231.871794871797
21030.708333333332,10241.0,15635.854166666666
17569.333333333332,19250.0,18409.666666666664
20556.878787878788,16366.666666666666,18461.772727272728
24975.5,6742.0,15858.75
21010.043478260868,15305.666666666666,18157.855072463768
23677.333333333332,10042.5,16859.916666666664
24072.571428571428,8575.0,16323.785714285714
23003.866666666665,7827.666666666667,15415.766666666666
28956.055555555555,15008.333333333334,21982.194444444445
25178.785714285714,6486.0,15832.392857142857
32154.2,5625.0,18889.6
29225.466666666667,16800.0,23012.733333333334
23442.153846153848,10455.333333333334,16948.74358974359
16264.625,8250.0,12257.3125
18220.375,11667.0,14943.6875
15527.0,8958.0,12242.5
8276.142857142857,5450.0,6863.071428571428
11883.333333333334,5300.0,8591.666666666668
6800.0,9000.0,7900.0
18267.5,7500.0,12883.75
28963.5,,
31063.75,,
23433.75,,
17720.0,,
11178.6,,
7937.5,,
6844.333333333333,,
5041.5,,
3320.0,,
5400.0,,
4250.0,,
7500.0,,
4292.0,,
9325.0,,
9194.333333333334,,
17025.75,,
12611.111111111111,,
10077.166666666666,,
14325.6,,
13546.6,,
13051.777777777777,,
20133.4,,
16700.0,17100.0,16900.0
17996.0,22850.0,20423.0
20108.222222222223,,
22782.2,23021.0,22901.6
21500.66129032258,25168.428571428572,23334.544930875578
21013.777777777777,19283.285714285714,20148.531746031746
21953.54054054054,20124.636363636364,21039.08845208845
19712.170731707316,22599.5,21155.835365853658
20406.81818181818,18317.4,19362.109090909093
18557.06,17049.666666666668,17803.363333333335
18585.090163934427,15816.916666666666,17201.003415300547
17473.36641221374,16268.933333333332,16871.149872773538
18144.79487179487,16279.153846153846,17211.97435897436
16844.992592592593,14926.29411764706,15885.643355119826
16695.629921259842,14245.5,15470.564960629921
16714.23275862069,16097.57142857143,16405.902093596058
16694.257575757576,13908.95652173913,15301.607048748352
16568.752,15651.666666666666,16110.209333333332
17029.818840579712,12890.55,14960.184420289856
17534.737588652482,18186.545454545456,17860.64152159897
16291.157534246575,13961.6,15126.378767123288
19596.655405405407,13362.434782608696,16479.54509400705
16294.856209150326,13296.72,14795.788104575164
15387.037313432837,14689.944444444445,15038.49087893864
14067.551948051949,11483.208333333334,12775.380140692641
15049.613861386139,12570.35,13809.98193069307
15806.810526315789,12664.411764705883,14235.611145510837
15649.313432835821,12695.888888888889,14172.601160862356
13942.525974025973,11907.9375,12925.231737012986
18949.80981595092,11296.95652173913,15123.383168845026
18151.337931034483,12592.0,15371.668965517241
13692.198473282442,12407.727272727272,13049.962873004857
14248.741007194245,11293.777777777777,12771.259392486012
12763.017699115044,10353.5,11558.258849557522
13513.427419354839,8558.733333333334,11036.080376344085
13377.097014925374,10012.15,11694.623507462686
16044.12658227848,9349.7,12696.91329113924
12595.049295774648,10581.277777777777,11588.163536776214
13500.376923076923,10678.64705882353,12089.511990950226
12423.504347826087,11071.75,11747.627173913042
13357.714285714286,10092.785714285714,11725.25
13970.25641025641,13241.9375,13606.096955128205
13430.610687022901,12697.866666666667,13064.238676844783
13338.779527559054,10189.555555555555,11764.167541557305
12507.345070422536,12133.066666666668,12320.205868544603
13520.382352941177,10999.615384615385,12259.99886877828
13866.955223880597,10340.1875,12103.5713619403
13619.377777777778,9766.1875,11692.78263888889
13290.631205673759,10241.35294117647,11765.992073425114
15780.741007194245,9498.714285714286,12639.727646454267
13447.866666666667,11301.6875,12374.777083333334
14168.62886597938,10814.307692307691,12491.468279143537
14381.546762589927,13004.529411764706,13693.038087177316
15394.310924369747,11772.846153846154,13583.578539107952
14762.858267716536,13193.388888888889,13978.123578302711
15775.248062015504,10727.64705882353,13251.447560419518
13389.812949640287,11115.4375,12252.625224820144
14265.36936936937,11474.222222222223,12869.795795795795
13528.78523489933,12915.375,13222.080117449665
12972.390625,12350.368421052632,12661.379523026317
12943.150793650793,14047.714285714286,13495.43253968254
15014.408759124088,10025.8,12520.104379562043
13126.60447761194,10698.533333333333,11912.568905472635
15260.48,10677.5,12968.99
15829.657894736842,13166.888888888889,14498.273391812865
13864.814285714287,12130.526315789473,12997.67030075188
15445.0,10338.5,12891.75
14854.352459016394,10359.142857142857,12606.747658079625
13809.159663865546,10170.9,11990.029831932774
13763.009433962265,12428.214285714286,13095.611859838275
14463.652892561984,12580.92857142857,13522.290731995277
15925.103092783505,15295.888888888889,15610.495990836196
18545.486486486487,20900.0,19722.743243243243
18596.535211267605,16168.75,17382.642605633802
16791.5641025641,10879.611111111111,13835.587606837606
19804.733695652172,13844.8,16824.766847826086
19821.87222222222,13911.066666666668,16866.469444444443
20992.515789473684,12858.0,16925.257894736842
22581.35944700461,12757.411764705883,17669.385605855245
21098.4769874477,13932.193548387097,17515.3352679174
20729.16591928251,13856.217391304348,17292.691655293427
27940.0,,
20392.72586872587,14348.045454545454,17370.38566163566
18395.938775510203,14773.95,16584.944387755102
21494.84234234234,15820.875,18657.85867117117
21238.237209302326,15895.727272727272,18566.982241014797
22358.055,16926.35,19642.2025
22852.4,17087.85714285714,19970.12857142857
30972.8,18591.5,24782.15
23042.111675126904,17410.647058823528,20226.379366975216
26607.696202531646,20166.0,23386.848101265823
25780.290598290598,17993.0625,21886.676549145297
32790.34482758621,17268.571428571428,25029.45812807882
26625.0,12600.0,19612.5
21282.28125,12181.666666666666,16731.973958333332
18316.51388888889,14261.8,16289.156944444445
19268.059523809523,15888.444444444445,17578.251984126982
17672.36046511628,13804.142857142857,15738.251661129569
15754.645161290322,14118.0,14936.322580645161
17048.626086956523,13973.4375,15511.031793478262
16723.16964285714,12765.357142857143,14744.263392857141
16306.904347826086,13600.0,14953.452173913043
14936.203883495145,12984.454545454546,13960.329214474845
15593.647540983606,12015.176470588236,13804.412005785922
13754.164179104477,11648.555555555555,12701.359867330015
15832.014925373134,12334.5,14083.257462686568
13526.549549549549,9246.111111111111,11386.33033033033
13873.098214285714,12578.117647058823,13225.607930672268
13133.079207920791,13376.666666666666,13254.872937293729
14733.147826086957,15158.57142857143,14945.859627329193
14237.021276595744,11674.636363636364,12955.828820116054
15614.061643835616,13973.75,14793.905821917808
15128.555555555555,14069.0,14598.777777777777
14464.5,12990.857142857143,13727.678571428572
15106.401709401709,14066.785714285714,14586.59371184371
14156.818897637795,13030.92857142857,13593.873734533183
15081.06976744186,14013.636363636364,14547.353065539111
