datetime,price
2021-08-27,21263.56
2021-08-28,15057.833333333334
2021-08-30,31171.846153846152
2021-08-31,30826.75
2021-09-01,14411.75
2021-09-02,8854.0
2021-09-03,33080.0
2021-09-04,14446.823529411764
2021-09-06,19058.882352941175
2021-09-07,29000.0
2021-09-08,31822.333333333332
2021-09-09,15373.285714285714
2021-09-10,8593.4
2021-09-11,34999.875
2021-09-13,30930.75
2021-09-14,32277.833333333332
2021-09-15,49846.63636363636
2021-09-16,42896.5
2021-09-17,45690.71428571428
2021-09-18,21201.85714285714
2021-09-25,14285.5
2021-09-26,42203.0
2021-09-27,24850.75
2021-09-28,17885.2
2021-09-29,11560.541666666666
2021-09-30,8222.133333333333
2021-10-01,19149.222222222223
2021-10-02,12479.714285714286
2021-10-04,15229.92857142857
2021-10-05,17131.4
2021-10-06,18221.263157894737
2021-10-07,16699.066666666666
2021-10-08,26781.57894736842
2021-10-09,25767.89285714286
2021-10-11,23712.81818181818
2021-10-12,29851.645569620254
2021-10-13,28066.20634920635
2021-10-14,30580.164948453606
2021-10-15,30604.722689075632
2021-10-16,29886.162601626016
2021-10-18,28259.21686746988
2021-10-19,29439.476744186046
2021-10-20,27655.554913294796
2021-10-21,26916.168478260868
2021-10-22,25320.798969072166
2021-10-23,29198.140625
2021-10-25,23824.59259259259
2021-10-26,22534.227979274612
2021-10-27,22698.144329896906
2021-10-28,20232.478873239437
2021-10-29,20763.63470319635
2021-10-30,18968.994219653177
2021-11-01,19130.38785046729
2021-11-02,19843.77722772277
2021-11-03,18448.759162303664
2021-11-04,18902.075829383888
2021-11-05,19026.799019607843
2021-11-06,17219.88
2021-11-08,18405.014423076922
2021-11-09,18098.054945054944
2021-11-10,17594.883977900554
2021-11-11,19052.069518716577
2021-11-12,23882.329842931937
2021-11-13,18215.84656084656
2021-11-15,18653.218579234974
2021-11-16,18000.56923076923
2021-11-17,18687.13829787234
2021-11-18,18262.505555555555
2021-11-19,19882.483333333334
2021-11-20,17710.701149425287
